strain,date,region,country,division,location,region_exposure,country_exposure,division_exposure,host,Nextstrain_clade,pango_lineage,clade_nextstrain,clade_who,Nextclade_pango,originating_lab,submitting_lab
USA/WA-S8458/2021,2021-05-17,North America,USA,Washington,King County WA,North America,USA,Washington,Human,"20I (Alpha, V1)",Q.3,20I,Alpha,Q.3,Atlas Genomics,Seattle Flu Study
USA/WA-S8459/2021,2021-05-17,North America,USA,Washington,King County WA,North America,USA,Washington,Human,"20I (Alpha, V1)",B.1.1.7,20I,Alpha,B.1.1.7,Atlas Genomics,Seattle Flu Study
USA/WA-S8461/2021,2021-05-17,North America,USA,Washington,King County WA,North America,USA,Washington,Human,"20J (Gamma, V3)",P.1,20J,Gamma,P.1,Atlas Genomics,Seattle Flu Study
USA/WA-S8462/2021,2021-05-17,North America,USA,Washington,King County WA,North America,USA,Washington,Human,"20I (Alpha, V1)",Q.3,20I,Alpha,Q.3,Atlas Genomics,Seattle Flu Study
USA/WA-S8463/2021,2021-05-17,North America,USA,Washington,King County WA,North America,USA,Washington,Human,"20I (Alpha, V1)",B.1.1.7,20I,Alpha,B.1.1.7,Atlas Genomics,Seattle Flu Study
USA/WA-S8464/2021,2021-05-17,North America,USA,Washington,King County WA,North America,USA,Washington,Human,"20I (Alpha, V1)",Q.3,20I,Alpha,Q.3,Atlas Genomics,Seattle Flu Study
USA/WA-S8465/2021,2021-05-18,North America,USA,Washington,King County WA,North America,USA,Washington,Human,"20J (Gamma, V3)",P.1.17,20J,Gamma,P.1.17,Atlas Genomics,Seattle Flu Study
USA/WA-S8466/2021,2021-05-17,North America,USA,Washington,King County WA,North America,USA,Washington,Human,"20I (Alpha, V1)",Q.3,20I,Alpha,Q.3,Atlas Genomics,Seattle Flu Study
USA/WA-S8467/2021,2021-05-18,North America,USA,Washington,King County WA,North America,USA,Washington,Human,"20I (Alpha, V1)",B.1.1.7,20I,Alpha,B.1.1.7,Atlas Genomics,Seattle Flu Study
USA/WA-S8468/2021,2021-05-18,North America,USA,Washington,King County WA,North America,USA,Washington,Human,"20I (Alpha, V1)",Q.3,20I,Alpha,Q.3,Atlas Genomics,Seattle Flu Study
USA/WA-S8469/2021,2021-05-18,North America,USA,Washington,King County WA,North America,USA,Washington,Human,"20J (Gamma, V3)",P.1.10,20J,Gamma,P.1.10,Atlas Genomics,Seattle Flu Study
USA/WA-S8470/2021,2021-05-17,North America,USA,Washington,King County WA,North America,USA,Washington,Human,"20I (Alpha, V1)",B.1.1.7,20I,Alpha,B.1.1.7,Seattle Flu Study,Seattle Flu Study
USA/WA-S8471/2021,2021-04-27,North America,USA,Washington,King County WA,North America,USA,Washington,Human,"20I (Alpha, V1)",Q.3,20I,Alpha,Q.3,Seattle Flu Study,Seattle Flu Study
USA/WA-S8472/2021,2021-05-06,North America,USA,Washington,King County WA,North America,USA,Washington,Human,"20I (Alpha, V1)",B.1.1.7,20I,Alpha,B.1.1.7,Seattle Flu Study,Seattle Flu Study
USA/WA-S8473/2021,2021-04-27,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21F (Iota),B.1.526,21F,Iota,B.1.526,Seattle Flu Study,Seattle Flu Study
USA/WA-S8474/2021,2021-05-03,North America,USA,Washington,King County WA,North America,USA,Washington,Human,"20J (Gamma, V3)",P.1.17,20J,Gamma,P.1.17,Seattle Flu Study,Seattle Flu Study
USA/WA-S8475/2021,2021-04-26,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21C (Epsilon),B.1.429,21C,Epsilon,B.1.429,Seattle Flu Study,Seattle Flu Study
USA/WA-S8476/2021,2021-04-15,North America,USA,Washington,King County WA,North America,USA,Washington,Human,"20I (Alpha, V1)",Q.3,20I,Alpha,Q.3,Seattle Flu Study,Seattle Flu Study
USA/WA-S8477/2020,2020-12-27,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21C (Epsilon),B.1.429,21C,Epsilon,B.1.429,Seattle Flu Study,Seattle Flu Study
USA/WA-S8480/2021,2021-05-17,North America,USA,Washington,King County WA,North America,USA,Washington,Human,"20I (Alpha, V1)",Q.3,20I,Alpha,Q.3,Overlake Hospital,Seattle Flu Study
USA/WA-S8481/2021,2021-05-18,North America,USA,Washington,King County WA,North America,USA,Washington,Human,"20I (Alpha, V1)",B.1.1.7,20I,Alpha,B.1.1.7,Overlake Hospital,Seattle Flu Study
USA/WA-S8482/2021,2021-05-18,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21F (Iota),B.1.526,21F,Iota,B.1.526,Overlake Hospital,Seattle Flu Study
USA/WA-S8483/2021,2021-05-18,North America,USA,Washington,King County WA,North America,USA,Washington,Human,"20I (Alpha, V1)",B.1.1.7,20I,Alpha,B.1.1.7,Overlake Hospital,Seattle Flu Study
USA/WA-S8485/2021,2021-05-21,North America,USA,Washington,King County WA,North America,USA,Washington,Human,"20J (Gamma, V3)",P.1.12,20J,Gamma,P.1,Overlake Hospital,Seattle Flu Study
USA/WA-S8486/2021,2021-05-21,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21C (Epsilon),B.1.429,21C,Epsilon,B.1.429,Overlake Hospital,Seattle Flu Study
USA/WA-S8487/2021,2021-05-21,North America,USA,Washington,King County WA,North America,USA,Washington,Human,"20I (Alpha, V1)",B.1.1.7,20I,Alpha,B.1.1.7,Overlake Hospital,Seattle Flu Study
USA/WA-S8488/2021,2021-05-21,North America,USA,Washington,King County WA,North America,USA,Washington,Human,"20I (Alpha, V1)",B.1.1.7,20I,Alpha,B.1.1.7,Overlake Hospital,Seattle Flu Study
USA/WA-S8489/2021,2021-05-22,North America,USA,Washington,King County WA,North America,USA,Washington,Human,"20I (Alpha, V1)",B.1.1.7,20I,Alpha,B.1.1.7,Overlake Hospital,Seattle Flu Study
USA/WA-S8490/2021,2021-05-22,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21C (Epsilon),B.1.429,21C,Epsilon,B.1.429,Overlake Hospital,Seattle Flu Study
USA/WA-S8492/2021,2021-05-22,North America,USA,Washington,King County WA,North America,USA,Washington,Human,"20I (Alpha, V1)",B.1.1.7,20I,Alpha,B.1.1.7,Overlake Hospital,Seattle Flu Study
USA/WA-S8493/2021,2021-05-22,North America,USA,Washington,King County WA,North America,USA,Washington,Human,"20I (Alpha, V1)",B.1.1.7,20I,Alpha,B.1.1.7,Overlake Hospital,Seattle Flu Study
USA/WA-S8494/2021,2021-05-22,North America,USA,Washington,King County WA,North America,USA,Washington,Human,"20I (Alpha, V1)",B.1.1.7,20I,Alpha,B.1.1.7,Overlake Hospital,Seattle Flu Study
USA/WA-S8495/2021,2021-05-22,North America,USA,Washington,King County WA,North America,USA,Washington,Human,"20I (Alpha, V1)",B.1.1.7,20I,Alpha,B.1.1.7,Overlake Hospital,Seattle Flu Study
USA/WA-S8496/2021,2021-05-22,North America,USA,Washington,King County WA,North America,USA,Washington,Human,"20I (Alpha, V1)",B.1.1.7,20I,Alpha,B.1.1.7,Overlake Hospital,Seattle Flu Study
USA/WA-S8497/2021,2021-05-22,North America,USA,Washington,King County WA,North America,USA,Washington,Human,"20I (Alpha, V1)",B.1.1.7,20I,Alpha,B.1.1.7,Overlake Hospital,Seattle Flu Study
USA/WA-S8499/2021,2021-05-22,North America,USA,Washington,King County WA,North America,USA,Washington,Human,"20I (Alpha, V1)",B.1.1.7,20I,Alpha,B.1.1.7,Overlake Hospital,Seattle Flu Study
USA/WA-S85/2020,2020-03-05,North America,USA,Washington,King County WA,North America,USA,Washington,Human,19B,A.1,19B,,A.1,Washington State Department of Health,Seattle Flu Study
USA/WA-S8500/2021,2021-05-23,North America,USA,Washington,King County WA,North America,USA,Washington,Human,"20J (Gamma, V3)",P.1.17,20J,Gamma,P.1.17,Overlake Hospital,Seattle Flu Study
USA/WA-S852/2020,2020-04-24,North America,USA,Washington,King County WA,North America,USA,Washington,Human,19B,A.1,19B,,A.1,Washington State Department of Health,Seattle Flu Study
USA/WA-S854/2020,2020-04-24,North America,USA,Washington,King County WA,North America,USA,Washington,Human,19B,A.1,19B,,A.1,Washington State Department of Health,Seattle Flu Study
USA/WA-S855/2020,2020-04-24,North America,USA,Washington,King County WA,North America,USA,Washington,Human,19B,A.1,19B,,A.1,Washington State Department of Health,Seattle Flu Study
USA/WA-S856/2020,2020-04-24,North America,USA,Washington,King County WA,North America,USA,Washington,Human,19B,A.1,19B,,A.1,Washington State Department of Health,Seattle Flu Study
USA/WA-S857/2020,2020-04-24,North America,USA,Washington,King County WA,North America,USA,Washington,Human,19B,A.1,19B,,A.1,Washington State Department of Health,Seattle Flu Study
USA/WA-S859/2020,2020-04-25,North America,USA,Washington,King County WA,North America,USA,Washington,Human,20C,B.1,20C,,B.1,Washington State Department of Health,Seattle Flu Study
USA/WA-S8597/2021,2021-05-19,North America,USA,Washington,King County WA,North America,USA,Washington,Human,"20J (Gamma, V3)",P.1.17,20J,Gamma,P.1.17,Atlas Genomics,Seattle Flu Study
USA/WA-S8598/2021,2021-05-19,North America,USA,Washington,King County WA,North America,USA,Washington,Human,"20I (Alpha, V1)",B.1.1.7,20I,Alpha,B.1.1.7,Atlas Genomics,Seattle Flu Study
USA/WA-S8599/2021,2021-05-19,North America,USA,Washington,King County WA,North America,USA,Washington,Human,"20J (Gamma, V3)",P.1.17,20J,Gamma,P.1.17,Atlas Genomics,Seattle Flu Study
USA/WA-S86/2020,2020-03-01,North America,USA,Washington,King County WA,North America,USA,Washington,Human,19B,A.1,19B,,A.1,Washington State Department of Health,Seattle Flu Study
USA/WA-S8601/2021,2021-05-19,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21I (Delta),B.1.617.2,21I,Delta,AY.62,Atlas Genomics,Seattle Flu Study
USA/WA-S8602/2021,2021-05-19,North America,USA,Washington,King County WA,North America,USA,Washington,Human,"20I (Alpha, V1)",Q.3,20I,Alpha,Q.3,Atlas Genomics,Seattle Flu Study
USA/WA-S8603/2021,2021-05-19,North America,USA,Washington,King County WA,North America,USA,Washington,Human,"20I (Alpha, V1)",B.1.1.7,20I,Alpha,B.1.1.7,Atlas Genomics,Seattle Flu Study
USA/WA-S8604/2021,2021-05-19,North America,USA,Washington,King County WA,North America,USA,Washington,Human,"20H (Beta, V2)",B.1.351,20H,Beta,B.1.351,Atlas Genomics,Seattle Flu Study
USA/WA-S8606/2021,2021-05-19,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21J (Delta),AY.117,21J,Delta,AY.117,Atlas Genomics,Seattle Flu Study
USA/WA-S8608/2021,2021-05-19,North America,USA,Washington,King County WA,North America,USA,Washington,Human,"20J (Gamma, V3)",P.1.17,20J,Gamma,P.1.17,Atlas Genomics,Seattle Flu Study
USA/WA-S8609/2021,2021-05-19,North America,USA,Washington,King County WA,North America,USA,Washington,Human,"20I (Alpha, V1)",Q.3,20I,Alpha,Q.3,Atlas Genomics,Seattle Flu Study
USA/WA-S8610/2021,2021-05-19,North America,USA,Washington,King County WA,North America,USA,Washington,Human,"20I (Alpha, V1)",Q.3,20I,Alpha,Q.3,Atlas Genomics,Seattle Flu Study
USA/WA-S8611/2021,2021-05-19,North America,USA,Washington,King County WA,North America,USA,Washington,Human,"20I (Alpha, V1)",B.1.1.7,20I,Alpha,B.1.1.7,Atlas Genomics,Seattle Flu Study
USA/WA-S8612/2021,2021-05-20,North America,USA,Washington,King County WA,North America,USA,Washington,Human,"20I (Alpha, V1)",Q.3,20I,Alpha,Q.3,Atlas Genomics,Seattle Flu Study
USA/WA-S8615/2021,2021-05-20,North America,USA,Washington,King County WA,North America,USA,Washington,Human,"20I (Alpha, V1)",Q.3,20I,Alpha,Q.3,Atlas Genomics,Seattle Flu Study
USA/WA-S8616/2021,2021-05-20,North America,USA,Washington,King County WA,North America,USA,Washington,Human,"20H (Beta, V2)",B.1.351,20H,Beta,B.1.351,Atlas Genomics,Seattle Flu Study
USA/WA-S8617/2021,2021-05-20,North America,USA,Washington,King County WA,North America,USA,Washington,Human,"20I (Alpha, V1)",Q.3,20I,Alpha,Q.3,Atlas Genomics,Seattle Flu Study
USA/WA-S8619/2021,2021-05-20,North America,USA,Washington,King County WA,North America,USA,Washington,Human,"20J (Gamma, V3)",P.1.17,20J,Gamma,P.1.17,Atlas Genomics,Seattle Flu Study
USA/WA-S8620/2021,2021-05-20,North America,USA,Washington,King County WA,North America,USA,Washington,Human,"20J (Gamma, V3)",P.1,20J,Gamma,P.1,Atlas Genomics,Seattle Flu Study
USA/WA-S8621/2021,2021-05-20,North America,USA,Washington,King County WA,North America,USA,Washington,Human,"20I (Alpha, V1)",B.1.1.7,20I,Alpha,B.1.1.7,Atlas Genomics,Seattle Flu Study
USA/WA-S8622/2021,2021-05-20,North America,USA,Washington,King County WA,North America,USA,Washington,Human,"20I (Alpha, V1)",B.1.1.7,20I,Alpha,B.1.1.7,Atlas Genomics,Seattle Flu Study
USA/WA-S8623/2021,2021-05-20,North America,USA,Washington,King County WA,North America,USA,Washington,Human,"20I (Alpha, V1)",B.1.1.7,20I,Alpha,B.1.1.7,Atlas Genomics,Seattle Flu Study
USA/WA-S8625/2021,2021-05-20,North America,USA,Washington,King County WA,North America,USA,Washington,Human,"20I (Alpha, V1)",B.1.1.7,20I,Alpha,B.1.1.7,Atlas Genomics,Seattle Flu Study
USA/WA-S8626/2021,2021-05-21,North America,USA,Washington,King County WA,North America,USA,Washington,Human,"20I (Alpha, V1)",B.1.1.7,20I,Alpha,B.1.1.7,Atlas Genomics,Seattle Flu Study
USA/WA-S8627/2021,2021-05-21,North America,USA,Washington,King County WA,North America,USA,Washington,Human,"20I (Alpha, V1)",Q.3,20I,Alpha,Q.3,Atlas Genomics,Seattle Flu Study
USA/WA-S8628/2021,2021-05-21,North America,USA,Washington,King County WA,North America,USA,Washington,Human,"20I (Alpha, V1)",B.1.1.7,20I,Alpha,B.1.1.7,Atlas Genomics,Seattle Flu Study
USA/WA-S8629/2021,2021-05-21,North America,USA,Washington,King County WA,North America,USA,Washington,Human,"20I (Alpha, V1)",Q.3,20I,Alpha,Q.3,Atlas Genomics,Seattle Flu Study
USA/WA-S8630/2021,2021-05-21,North America,USA,Washington,King County WA,North America,USA,Washington,Human,"20I (Alpha, V1)",B.1.1.7,20I,Alpha,B.1.1.7,Atlas Genomics,Seattle Flu Study
USA/WA-S8631/2021,2021-05-21,North America,USA,Washington,King County WA,North America,USA,Washington,Human,"20H (Beta, V2)",B.1.351,20H,Beta,B.1.351,Atlas Genomics,Seattle Flu Study
USA/WA-S8632/2021,2021-05-21,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21J (Delta),AY.117,21J,Delta,AY.117,Atlas Genomics,Seattle Flu Study
USA/WA-S8633/2021,2021-05-21,North America,USA,Washington,King County WA,North America,USA,Washington,Human,"20I (Alpha, V1)",B.1.1.7,20I,Alpha,B.1.1.7,Atlas Genomics,Seattle Flu Study
USA/WA-S8634/2021,2021-05-21,North America,USA,Washington,King County WA,North America,USA,Washington,Human,"20I (Alpha, V1)",Q.3,20I,Alpha,Q.3,Atlas Genomics,Seattle Flu Study
USA/WA-S8635/2021,2021-05-21,North America,USA,Washington,King County WA,North America,USA,Washington,Human,"20I (Alpha, V1)",B.1.1.7,20I,Alpha,B.1.1.7,Atlas Genomics,Seattle Flu Study
USA/WA-S8636/2021,2021-05-21,North America,USA,Washington,King County WA,North America,USA,Washington,Human,"20I (Alpha, V1)",B.1.1.7,20I,Alpha,B.1.1.7,Atlas Genomics,Seattle Flu Study
USA/WA-S8638/2021,2021-05-22,North America,USA,Washington,King County WA,North America,USA,Washington,Human,"20I (Alpha, V1)",B.1.1.7,20I,Alpha,B.1.1.7,Atlas Genomics,Seattle Flu Study
USA/WA-S8639/2021,2021-05-22,North America,USA,Washington,King County WA,North America,USA,Washington,Human,"20I (Alpha, V1)",B.1.1.7,20I,Alpha,B.1.1.7,Atlas Genomics,Seattle Flu Study
USA/WA-S8640/2021,2021-05-22,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21J (Delta),AY.117,21J,Delta,AY.117,Atlas Genomics,Seattle Flu Study
USA/WA-S8642/2021,2021-05-24,North America,USA,Washington,King County WA,North America,USA,Washington,Human,"20J (Gamma, V3)",P.1,20J,Gamma,P.1,Atlas Genomics,Seattle Flu Study
USA/WA-S8643/2021,2021-05-24,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21C (Epsilon),B.1.429,21C,Epsilon,B.1.429,Atlas Genomics,Seattle Flu Study
USA/WA-S8644/2021,2021-05-24,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21J (Delta),AY.117,21J,Delta,AY.117,Atlas Genomics,Seattle Flu Study
USA/WA-S8645/2021,2021-05-24,North America,USA,Washington,King County WA,North America,USA,Washington,Human,"20I (Alpha, V1)",B.1.1.7,20I,Alpha,B.1.1.7,Atlas Genomics,Seattle Flu Study
USA/WA-S8646/2021,2021-05-24,North America,USA,Washington,King County WA,North America,USA,Washington,Human,"20J (Gamma, V3)",P.1,20J,Gamma,P.1,Atlas Genomics,Seattle Flu Study
USA/WA-S8648/2021,2021-05-24,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21J (Delta),AY.44,21J,Delta,AY.44,Atlas Genomics,Seattle Flu Study
USA/WA-S8649/2021,2021-05-24,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21I (Delta),AY.62,21I,Delta,AY.62,Atlas Genomics,Seattle Flu Study
USA/WA-S8650/2021,2021-05-24,North America,USA,Washington,King County WA,North America,USA,Washington,Human,"20I (Alpha, V1)",B.1.1.7,20I,Alpha,B.1.1.7,Atlas Genomics,Seattle Flu Study
USA/WA-S8652/2021,2021-05-25,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21I (Delta),B.1.617.2,21I,Delta,B.1.617.2,Atlas Genomics,Seattle Flu Study
USA/WA-S8653/2021,2021-05-25,North America,USA,Washington,King County WA,North America,USA,Washington,Human,"20I (Alpha, V1)",B.1.1.7,20I,Alpha,B.1.1.7,Atlas Genomics,Seattle Flu Study
USA/WA-S8654/2021,2021-05-25,North America,USA,Washington,King County WA,North America,USA,Washington,Human,"20I (Alpha, V1)",B.1.1.7,20I,Alpha,B.1.1.7,Atlas Genomics,Seattle Flu Study
USA/WA-S8655/2021,2021-05-25,North America,USA,Washington,King County WA,North America,USA,Washington,Human,"20I (Alpha, V1)",B.1.1.7,20I,Alpha,B.1.1.7,Atlas Genomics,Seattle Flu Study
USA/WA-S8656/2021,2021-05-25,North America,USA,Washington,King County WA,North America,USA,Washington,Human,"20J (Gamma, V3)",P.1.17,20J,Gamma,P.1.17,Atlas Genomics,Seattle Flu Study
USA/WA-S8657/2021,2021-05-25,North America,USA,Washington,King County WA,North America,USA,Washington,Human,"20I (Alpha, V1)",Q.3,20I,Alpha,Q.3,Atlas Genomics,Seattle Flu Study
USA/WA-S8660/2021,2021-05-25,North America,USA,Washington,King County WA,North America,USA,Washington,Human,"20J (Gamma, V3)",P.1,20J,Gamma,P.1,Atlas Genomics,Seattle Flu Study
USA/WA-S8663/2021,2021-05-25,North America,USA,Washington,King County WA,North America,USA,Washington,Human,"20I (Alpha, V1)",B.1.1.7,20I,Alpha,B.1.1.7,Atlas Genomics,Seattle Flu Study
USA/WA-S8665/2021,2021-05-25,North America,USA,Washington,King County WA,North America,USA,Washington,Human,"20I (Alpha, V1)",B.1.1.7,20I,Alpha,B.1.1.7,Atlas Genomics,Seattle Flu Study
USA/WA-S8666/2021,2021-05-26,North America,USA,Washington,King County WA,North America,USA,Washington,Human,"20I (Alpha, V1)",Q.3,20I,Alpha,Q.3,Atlas Genomics,Seattle Flu Study
USA/WA-S87/2020,2020-03-01,North America,USA,Washington,King County WA,North America,USA,Washington,Human,19B,A.1,19B,,A.1,Washington State Department of Health,Seattle Flu Study
USA/WA-S871/2020,2020-04-24,North America,USA,Washington,King County WA,North America,USA,Washington,Human,19B,A.1,19B,,A.1,Washington State Department of Health,Seattle Flu Study
USA/WA-S872/2020,2020-04-24,North America,USA,Washington,King County WA,North America,USA,Washington,Human,19B,A.1,19B,,A.1,Washington State Department of Health,Seattle Flu Study
USA/WA-S8724/2021,2021-05-26,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21J (Delta),AY.117,21J,Delta,AY.117,Northwest Laboratory,Seattle Flu Study
USA/WA-S8725/2021,2021-05-26,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21J (Delta),AY.117,21J,Delta,AY.117,Northwest Laboratory,Seattle Flu Study
USA/WA-S8768/2021,2021-05-27,North America,USA,Washington,King County WA,North America,USA,Washington,Human,"20I (Alpha, V1)",B.1.1.7,20I,Alpha,B.1.1.7,Atlas Genomics,Seattle Flu Study
USA/WA-S8769/2021,2021-05-27,North America,USA,Washington,King County WA,North America,USA,Washington,Human,"20I (Alpha, V1)",B.1.1.7,20I,Alpha,B.1.1.7,Atlas Genomics,Seattle Flu Study
USA/WA-S8772/2021,2021-05-27,North America,USA,Washington,King County WA,North America,USA,Washington,Human,"20J (Gamma, V3)",P.1,20J,Gamma,P.1,Atlas Genomics,Seattle Flu Study
USA/WA-S8773/2021,2021-05-27,North America,USA,Washington,King County WA,North America,USA,Washington,Human,"20J (Gamma, V3)",P.1,20J,Gamma,P.1,Atlas Genomics,Seattle Flu Study
USA/WA-S8774/2021,2021-05-27,North America,USA,Washington,King County WA,North America,USA,Washington,Human,"20J (Gamma, V3)",P.1,20J,Gamma,P.1,Atlas Genomics,Seattle Flu Study
USA/WA-S8776/2021,2021-05-27,North America,USA,Washington,King County WA,North America,USA,Washington,Human,"20J (Gamma, V3)",P.1.17,20J,Gamma,P.1.17,Atlas Genomics,Seattle Flu Study
USA/WA-S8778/2021,2021-05-28,North America,USA,Washington,King County WA,North America,USA,Washington,Human,"20I (Alpha, V1)",B.1.1.7,20I,Alpha,B.1.1.7,Atlas Genomics,Seattle Flu Study
USA/WA-S8780/2021,2021-05-28,North America,USA,Washington,King County WA,North America,USA,Washington,Human,"20I (Alpha, V1)",B.1.1.7,20I,Alpha,B.1.1.7,Atlas Genomics,Seattle Flu Study
USA/WA-S8784/2021,2021-05-28,North America,USA,Washington,King County WA,North America,USA,Washington,Human,"20J (Gamma, V3)",P.1.17,20J,Gamma,P.1.17,Atlas Genomics,Seattle Flu Study
USA/WA-S8785/2021,2021-05-28,North America,USA,Washington,King County WA,North America,USA,Washington,Human,"20J (Gamma, V3)",P.1.17,20J,Gamma,P.1.17,Atlas Genomics,Seattle Flu Study
USA/WA-S8786/2021,2021-05-28,North America,USA,Washington,King County WA,North America,USA,Washington,Human,"20J (Gamma, V3)",P.1.17,20J,Gamma,P.1.17,Atlas Genomics,Seattle Flu Study
USA/WA-S8787/2021,2021-05-28,North America,USA,Washington,King County WA,North America,USA,Washington,Human,"20J (Gamma, V3)",P.1.17,20J,Gamma,P.1.17,Atlas Genomics,Seattle Flu Study
USA/WA-S8788/2021,2021-05-28,North America,USA,Washington,King County WA,North America,USA,Washington,Human,"20J (Gamma, V3)",P.1.17,20J,Gamma,P.1.17,Atlas Genomics,Seattle Flu Study
USA/WA-S8791/2021,2021-05-29,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21J (Delta),AY.117,21J,Delta,AY.117,Atlas Genomics,Seattle Flu Study
USA/WA-S8793/2021,2021-06-01,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21C (Epsilon),B.1.429,21C,Epsilon,B.1.429,Atlas Genomics,Seattle Flu Study
USA/WA-S8795/2021,2021-06-01,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21C (Epsilon),B.1.429,21C,Epsilon,B.1.429,Atlas Genomics,Seattle Flu Study
USA/WA-S8796/2021,2021-06-01,North America,USA,Washington,King County WA,North America,USA,Washington,Human,"20I (Alpha, V1)",Q.3,20I,Alpha,Q.3,Atlas Genomics,Seattle Flu Study
USA/WA-S8797/2021,2021-06-01,North America,USA,Washington,King County WA,North America,USA,Washington,Human,"20I (Alpha, V1)",B.1.1.7,20I,Alpha,B.1.1.7,Atlas Genomics,Seattle Flu Study
USA/WA-S8798/2021,2021-06-02,North America,USA,Washington,King County WA,North America,USA,Washington,Human,"20J (Gamma, V3)",P.1,20J,Gamma,P.1,Atlas Genomics,Seattle Flu Study
USA/WA-S88/2020,2020-03-01,North America,USA,Washington,King County WA,North America,USA,Washington,Human,19B,A.1,19B,,A.1,Washington State Department of Health,Seattle Flu Study
USA/WA-S8803/2021,2021-06-01,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21J (Delta),AY.117,21J,Delta,AY.117,Atlas Genomics,Seattle Flu Study
USA/WA-S8804/2021,2021-06-01,North America,USA,Washington,King County WA,North America,USA,Washington,Human,"20I (Alpha, V1)",B.1.1.7,20I,Alpha,B.1.1.7,Atlas Genomics,Seattle Flu Study
USA/WA-S8806/2021,2021-06-02,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21J (Delta),AY.117,21J,Delta,AY.117,Atlas Genomics,Seattle Flu Study
USA/WA-S8808/2021,2021-06-02,North America,USA,Washington,King County WA,North America,USA,Washington,Human,"20I (Alpha, V1)",Q.3,20I,Alpha,Q.3,Atlas Genomics,Seattle Flu Study
USA/WA-S8809/2021,2021-06-02,North America,USA,Washington,King County WA,North America,USA,Washington,Human,"20I (Alpha, V1)",Q.3,20I,Alpha,Q.3,Atlas Genomics,Seattle Flu Study
USA/WA-S8823/2021,2021-05-06,North America,USA,Washington,King County WA,North America,USA,Washington,Human,"20I (Alpha, V1)",Q.3,20I,Alpha,Q.3,Seattle Flu Study,Seattle Flu Study
USA/WA-S8825/2021,2021-05-06,North America,USA,Washington,King County WA,North America,USA,Washington,Human,"20I (Alpha, V1)",Q.3,20I,Alpha,Q.3,Seattle Flu Study,Seattle Flu Study
USA/WA-S8826/2021,2021-05-06,North America,USA,Washington,King County WA,North America,USA,Washington,Human,"20I (Alpha, V1)",Q.3,20I,Alpha,Q.3,Seattle Flu Study,Seattle Flu Study
USA/WA-S8827/2021,2021-05-06,North America,USA,Washington,King County WA,North America,USA,Washington,Human,"20I (Alpha, V1)",B.1.1.7,20I,Alpha,B.1.1.7,Seattle Flu Study,Seattle Flu Study
USA/WA-S8828/2021,2021-05-06,North America,USA,Washington,King County WA,North America,USA,Washington,Human,"20I (Alpha, V1)",Q.3,20I,Alpha,Q.3,Seattle Flu Study,Seattle Flu Study
USA/WA-S8830/2021,2021-05-07,North America,USA,Washington,King County WA,North America,USA,Washington,Human,"20I (Alpha, V1)",B.1.1.7,20I,Alpha,B.1.1.7,Seattle Flu Study,Seattle Flu Study
USA/WA-S8831/2021,2021-05-07,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21F (Iota),B.1.526,21F,Iota,B.1.526,Seattle Flu Study,Seattle Flu Study
USA/WA-S8833/2021,2021-05-10,North America,USA,Washington,King County WA,North America,USA,Washington,Human,"20I (Alpha, V1)",Q.3,20I,Alpha,Q.3,Seattle Flu Study,Seattle Flu Study
USA/WA-S8839/2021,2021-05-20,North America,USA,Washington,King County WA,North America,USA,Washington,Human,"20I (Alpha, V1)",Q.3,20I,Alpha,Q.3,Seattle Flu Study,Seattle Flu Study
USA/WA-S8846/2020,2020-12-18,North America,USA,Washington,King County WA,North America,USA,Washington,Human,20A,B.1.234,20A,,B.1.234,Seattle Flu Study,Seattle Flu Study
USA/WA-S8848/2021,2021-05-19,North America,USA,Washington,King County WA,North America,USA,Washington,Human,"20J (Gamma, V3)",P.1.10,20J,Gamma,P.1.10,Seattle Flu Study,Seattle Flu Study
USA/WA-S8849/2021,2021-05-19,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21J (Delta),AY.117,21J,Delta,AY.117,Seattle Flu Study,Seattle Flu Study
USA/WA-S8857/2021,2021-05-20,North America,USA,Washington,King County WA,North America,USA,Washington,Human,20A,B.1.636,20A,,B.1.636,Seattle Flu Study,Seattle Flu Study
